accX accY accZ gyroX gyroY gyroZ timestamp Activity
0.0 0.0 0.0 -0.19360581 -0.4146785 0.2221277 16:37:03.289 running
-2.3487835 4.146884 7.3815494 -0.19360581 -0.4146785 0.2221277 16:37:03.407 running
-2.3487835 4.146884 7.3815494 -0.19360581 -0.4146785 0.2221277 16:37:03.409 running
-2.3487835 4.146884 7.3815494 -0.19360581 -0.4146785 0.2221277 16:37:03.410 running
-0.30886146 4.1516724 8.870789 -0.19360581 -0.4146785 0.2221277 16:37:03.410 running
0.9289786 5.4493694 7.778999 -0.19360581 -0.4146785 0.2221277 16:37:03.411 running
1.2258687 5.106988 9.186832 -0.19360581 -0.4146785 0.2221277 16:37:03.412 running
0.23942748 4.1780095 12.275447 -0.19360581 -0.4146785 0.2221277 16:37:03.413 running
-0.18914771 3.3208592 13.563567 -0.19360581 -0.4146785 0.2221277 16:37:03.414 running
-0.18914771 3.3208592 13.563567 -0.31150278 -0.21187128 -0.10102 16:37:03.466 running
-0.18914771 3.5794408 11.130983 -0.31150278 -0.21187128 -0.10102 16:37:03.586 running
0.43336374 4.103787 8.667274 -0.31150278 -0.21187128 -0.10102 16:37:03.588 running
0.81165916 4.11097 8.413482 -0.31150278 -0.21187128 -0.10102 16:37:03.589 running
0.42378664 3.694366 9.143736 -0.31150278 -0.21187128 -0.10102 16:37:03.591 running
-0.25139886 3.1317115 10.144543 -0.31150278 -0.21187128 -0.10102 16:37:03.591 running
-0.505192 3.1580484 9.771035 -0.31150278 -0.21187128 -0.10102 16:37:03.592 running
-0.42139238 3.806897 8.315316 -0.31150278 -0.21187128 -0.10102 16:37:03.592 running
-0.23224466 4.644893 6.2873654 -0.31150278 -0.21187128 -0.10102 16:37:03.593 running
-0.339987 5.1213536 5.705557 -0.31150278 -0.21187128 -0.10102 16:37:03.593 running
-0.339987 5.1213536 5.705557 -0.06104804 -0.33404434 -0.48586512 16:37:03.648 running
-0.45251793 5.1644506 6.6680555 -0.06104804 -0.33404434 -0.48586512 16:37:03.765 running
-0.38308397 4.73827 8.334471 -0.06104804 -0.33404434 -0.48586512 16:37:03.767 running
-0.58420306 4.470111 8.60263 -0.06104804 -0.33404434 -0.48586512 16:37:03.768 running
-0.51716334 4.800521 8.901914 -0.06104804 -0.33404434 -0.48586512 16:37:03.769 running
-0.50998056 5.437398 8.329682 -0.06104804 -0.33404434 -0.48586512 16:37:03.769 running
-0.87630457 5.576266 7.922655 -0.06104804 -0.33404434 -0.48586512 16:37:03.770 running
-1.1157321 5.559506 8.561927 -0.06104804 -0.33404434 -0.48586512 16:37:03.770 running
-1.3647367 5.5092263 9.718362 -0.06104804 -0.33404434 -0.48586512 16:37:03.771 running
-1.2665714 5.715134 9.751882 -0.06104804 -0.33404434 -0.48586512 16:37:03.771 running
-1.2665714 5.715134 9.751882 0.1509222 0.04285953 -0.12484375 16:37:03.828 running
-0.9529214 6.732701 8.648121 0.1509222 0.04285953 -0.12484375 16:37:03.946 running
-0.17478207 7.721536 6.8021345 0.1509222 0.04285953 -0.12484375 16:37:03.948 running
-0.29210153 7.3815494 8.995291 0.1509222 0.04285953 -0.12484375 16:37:03.949 running
-1.4413534 5.2697988 13.079924 0.1509222 0.04285953 -0.12484375 16:37:03.951 running
-2.0878077 3.162837 14.947457 0.1509222 0.04285953 -0.12484375 16:37:03.951 running
-2.3487835 3.3352249 11.803775 0.1509222 0.04285953 -0.12484375 16:37:03.952 running
-1.489239 5.3033185 8.494887 0.1509222 0.04285953 -0.12484375 16:37:03.952 running
-0.87630457 5.5523233 8.6984005 0.1509222 0.04285953 -0.12484375 16:37:03.953 running
-1.2881198 4.470111 9.845258 0.1509222 0.04285953 -0.12484375 16:37:03.953 running
-1.2881198 4.470111 9.845258 -0.13251927 -0.17155416 -0.1187351 16:37:04.005 running
-1.5371244 3.7638 10.26665 -0.13251927 -0.17155416 -0.1187351 16:37:04.127 running
-1.0223553 3.4022646 10.362421 -0.13251927 -0.17155416 -0.1187351 16:37:04.129 running
-0.46209505 3.5985951 8.990502 -0.13251927 -0.17155416 -0.1187351 16:37:04.130 running
0.16520496 3.806897 7.4653487 -0.13251927 -0.17155416 -0.1187351 16:37:04.130 running
0.31843856 3.7446458 6.3352513 -0.13251927 -0.17155416 -0.1187351 16:37:04.131 running
0.23942748 3.6033835 5.9042816 -0.13251927 -0.17155416 -0.1187351 16:37:04.131 running
0.04070267 3.4429672 5.607392 -0.13251927 -0.17155416 -0.1187351 16:37:04.132 running
-0.05506832 3.4453614 5.705557 -0.13251927 -0.17155416 -0.1187351 16:37:04.133 running
-0.023942748 3.3352249 5.6672482 -0.13251927 -0.17155416 -0.1187351 16:37:04.133 running
-0.023942748 3.3352249 5.6672482 0.5492064 0.13571104 0.6735571 16:37:04.185 running
0.37111259 3.3519847 5.8420305 0.5492064 0.13571104 0.6735571 16:37:04.306 running
1.2665714 3.6536634 6.5459476 0.5492064 0.13571104 0.6735571 16:37:04.307 running
1.7957062 3.9697077 7.695199 0.5492064 0.13571104 0.6735571 16:37:04.308 running
1.89866 3.8811195 8.341654 0.5492064 0.13571104 0.6735571 16:37:04.308 running
1.7143008 3.6273263 8.700794 0.5492064 0.13571104 0.6735571 16:37:04.309 running
1.7262721 3.5004299 8.873182 0.5492064 0.13571104 0.6735571 16:37:04.309 running
1.6592325 3.7063375 9.110215 0.5492064 0.13571104 0.6735571 16:37:04.310 running
1.8771114 3.7494342 9.646533 0.5492064 0.13571104 0.6735571 16:37:04.310 running
1.7358493 3.8021083 9.955395 0.5492064 0.13571104 0.6735571 16:37:04.311 running
1.7358493 3.8021083 9.955395 -0.42329115 -0.23997109 0.0028270844 16:37:04.367 running
1.8819 4.209135 8.9186735 -0.42329115 -0.23997109 0.0028270844 16:37:04.486 running
1.9202085 4.886715 7.472532 -0.42329115 -0.23997109 0.0028270844 16:37:04.488 running
2.0399222 4.9178405 9.332883 -0.42329115 -0.23997109 0.0028270844 16:37:04.490 running
1.6328955 3.7590115 11.966585 -0.42329115 -0.23997109 0.0028270844 16:37:04.491 running
1.1253091 3.328042 12.397555 -0.42329115 -0.23997109 0.0028270844 16:37:04.493 running
0.64166564 4.120547 9.119793 -0.42329115 -0.23997109 0.0028270844 16:37:04.493 running
0.22506183 4.70475 7.735902 -0.42329115 -0.23997109 0.0028270844 16:37:04.495 running
0.24182175 4.6999617 8.71516 -0.42329115 -0.23997109 0.0028270844 16:37:04.496 running
0.0071828244 4.2187123 10.43425 -0.42329115 -0.23997109 0.0028270844 16:37:04.497 running
0.0071828244 4.2187123 10.43425 -0.6285419 -0.03410949 -0.72960037 16:37:04.546 running
0.2849187 4.017593 10.585089 -0.6285419 -0.03410949 -0.72960037 16:37:04.666 running
0.36392978 4.37434 9.500483 -0.6285419 -0.03410949 -0.72960037 16:37:04.668 running
0.29210153 4.685596 7.699988 -0.6285419 -0.03410949 -0.72960037 16:37:04.669 running
0.014365649 4.948966 6.881146 -0.6285419 -0.03410949 -0.72960037 16:37:04.671 running
-0.04070267 5.0495257 6.778192 -0.6285419 -0.03410949 -0.72960037 16:37:04.672 running
-0.045491222 5.2697988 7.0176196 -0.6285419 -0.03410949 -0.72960037 16:37:04.672 running
0.038308397 5.504438 7.091842 -0.6285419 -0.03410949 -0.72960037 16:37:04.673 running
0.20111908 5.813299 7.2091613 -0.6285419 -0.03410949 -0.72960037 16:37:04.674 running
0.17717634 6.0407553 7.467743 -0.6285419 -0.03410949 -0.72960037 16:37:04.675 running
0.17717634 6.0407553 7.467743 0.10327471 0.13448931 -0.33253792 16:37:04.726 running
-0.12450229 6.0838523 7.860404 0.10327471 0.13448931 -0.33253792 16:37:04.846 running
-0.5363176 5.897099 8.820508 0.10327471 0.13448931 -0.33253792 16:37:04.847 running
-0.9289786 5.7031627 9.364009 0.10327471 0.13448931 -0.33253792 16:37:04.848 running
-1.1205206 5.672037 10.032011 0.10327471 0.13448931 -0.33253792 16:37:04.849 running
-1.1684061 5.6600657 10.371999 0.10327471 0.13448931 -0.33253792 16:37:04.850 running
-1.1444633 5.851608 10.348056 0.10327471 0.13448931 -0.33253792 16:37:04.851 running
-1.3407938 6.3352513 10.2091875 0.10327471 0.13448931 -0.33253792 16:37:04.852 running
-1.2881198 7.0607166 9.720756 0.10327471 0.13448931 -0.33253792 16:37:04.852 running
-1.132492 7.16367 10.929865 0.10327471 0.13448931 -0.33253792 16:37:04.853 running
-1.132492 7.16367 10.929865 0.044020783 0.17847162 -0.23418863 16:37:04.906 running
-1.5730386 5.8228765 14.377621 0.044020783 0.17847162 -0.23418863 16:37:05.024 running
-1.5514901 4.1971636 15.933899 0.044020783 0.17847162 -0.23418863 16:37:05.025 running
-1.5610672 3.8739367 12.572337 0.044020783 0.17847162 -0.23418863 16:37:05.026 running
-1.4413534 4.8555894 8.492493 0.044020783 0.17847162 -0.23418863 16:37:05.027 running
-1.0822122 5.2243075 7.8173075 0.044020783 0.17847162 -0.23418863 16:37:05.028 running
-1.010384 4.3240604 8.93304 0.044020783 0.17847162 -0.23418863 16:37:05.029 running
-1.2234744 3.215511 9.26345 0.044020783 0.17847162 -0.23418863 16:37:05.029 running
-0.7901107 2.8204558 8.92825 0.044020783 0.17847162 -0.23418863 16:37:05.030 running
-0.117319465 2.7821474 8.150111 0.044020783 0.17847162 -0.23418863 16:37:05.031 running
-0.117319465 2.7821474 8.150111 0.64633393 0.21145833 0.8128344 16:37:05.085 running
0.37829542 2.6863763 7.290567 0.64633393 0.21145833 0.8128344 16:37:05.205 running
0.5243462 2.6337023 5.9904757 0.64633393 0.21145833 0.8128344 16:37:05.207 running
0.5818088 2.595394 5.027977 0.64633393 0.21145833 0.8128344 16:37:05.208 running
0.5219519 2.5738454 4.7191157 0.64633393 0.21145833 0.8128344 16:37:05.208 running
0.6488485 2.7031362 4.4413795 0.64633393 0.21145833 0.8128344 16:37:05.209 running
0.88109314 3.0119977 4.3456087 0.64633393 0.21145833 0.8128344 16:37:05.210 running
1.1923488 3.294522 4.252232 0.64633393 0.21145833 0.8128344 16:37:05.211 running
1.7789462 3.7159145 4.886715 0.64633393 0.21145833 0.8128344 16:37:05.212 running
2.1716073 4.1349125 5.8659735 0.64633393 0.21145833 0.8128344 16:37:05.212 running
2.1716073 4.1349125 5.8659735 0.34884253 -0.19843225 0.7664086 16:37:05.267 running
2.2601955 4.285752 7.7574506 0.34884253 -0.19843225 0.7664086 16:37:05.385 running
2.3942747 4.3192716 10.048771 0.34884253 -0.19843225 0.7664086 16:37:05.387 running
2.185973 4.1947694 10.118205 0.34884253 -0.19843225 0.7664086 16:37:05.388 running
2.0878077 4.2235007 9.486116 0.34884253 -0.19843225 0.7664086 16:37:05.390 running
2.291321 4.3456087 9.399923 0.34884253 -0.19843225 0.7664086 16:37:05.391 running
2.2266755 4.6472874 8.614601 0.34884253 -0.19843225 0.7664086 16:37:05.392 running
2.5427198 5.025583 7.333664 0.34884253 -0.19843225 0.7664086 16:37:05.392 running
2.7917244 5.2482505 8.394327 0.34884253 -0.19843225 0.7664086 16:37:05.393 running
2.360755 4.4461684 11.348863 0.34884253 -0.19843225 0.7664086 16:37:05.394 running
2.360755 4.4461684 11.348863 -0.6780219 -0.09458515 -0.18470854 16:37:05.445 running
1.2593886 3.4716985 12.411921 -0.6780219 -0.09458515 -0.18470854 16:37:05.566 running
0.94573855 3.3208592 10.838882 -0.6780219 -0.09458515 -0.18470854 16:37:05.568 running
1.498816 3.9529476 9.191621 -0.6780219 -0.09458515 -0.18470854 16:37:05.569 running
1.5490957 3.842811 10.245102 -0.6780219 -0.09458515 -0.18470854 16:37:05.570 running
1.0989721 2.875524 11.820535 -0.6780219 -0.09458515 -0.18470854 16:37:05.571 running
0.5913859 2.5331428 11.909122 -0.6780219 -0.09458515 -0.18470854 16:37:05.571 running
0.53871185 2.9234095 9.486116 -0.6780219 -0.09458515 -0.18470854 16:37:05.573 running
0.44533512 3.4214187 6.771009 -0.6780219 -0.09458515 -0.18470854 16:37:05.575 running
0.052674048 3.816474 5.260222 -0.6780219 -0.09458515 -0.18470854 16:37:05.576 running
0.052674048 3.816474 5.260222 -0.5802835 -0.14773043 -0.8041259 16:37:05.626 running
-0.45012367 4.1588554 5.7797794 -0.5802835 -0.14773043 -0.8041259 16:37:05.747 running
-0.8571504 4.1253357 6.1652575 -0.5802835 -0.14773043 -0.8041259 16:37:05.749 running
-1.0055954 4.862772 6.0072355 -0.5802835 -0.14773043 -0.8041259 16:37:05.750 running
-1.0917894 5.4589467 6.359194 -0.5802835 -0.14773043 -0.8041259 16:37:05.751 running
-1.1133378 5.9449844 6.7638264 -0.5802835 -0.14773043 -0.8041259 16:37:05.752 running
-1.3360053 6.3280683 7.6975937 -0.5802835 -0.14773043 -0.8041259 16:37:05.753 running
-1.6544439 6.407079 8.018426 -0.5802835 -0.14773043 -0.8041259 16:37:05.754 running
-1.7909175 6.7015753 8.279403 -0.5802835 -0.14773043 -0.8041259 16:37:05.755 running
-1.4772675 7.170853 8.590658 -0.5802835 -0.14773043 -0.8041259 16:37:05.756 running
-1.4772675 7.170853 8.590658 -0.11724764 -0.07564833 -0.52373874 16:37:05.805 running
-1.3144568 7.206767 10.659311 -0.11724764 -0.07564833 -0.52373874 16:37:05.926 running
-1.5012103 6.811712 12.464595 -0.11724764 -0.07564833 -0.52373874 16:37:05.927 running
-1.4174107 6.3280683 13.3959675 -0.11724764 -0.07564833 -0.52373874 16:37:05.928 running
-1.1971374 6.605804 12.610645 -0.11724764 -0.07564833 -0.52373874 16:37:05.929 running
-1.664021 6.715941 10.886767 -0.11724764 -0.07564833 -0.52373874 16:37:05.930 running
-1.9848539 6.0934296 11.209994 -0.11724764 -0.07564833 -0.52373874 16:37:05.931 running
-2.3248408 5.394301 11.356046 -0.11724764 -0.07564833 -0.52373874 16:37:05.932 running
-2.2889266 5.288953 10.23313 -0.11724764 -0.07564833 -0.52373874 16:37:05.933 running
-2.0973847 5.4589467 9.522031 -0.11724764 -0.07564833 -0.52373874 16:37:05.934 running
-2.0973847 5.4589467 9.522031 0.66282725 0.33974004 0.67111367 16:37:05.984 running
-1.5658557 5.174028 10.273833 0.66282725 0.33974004 0.67111367 16:37:06.104 running
-0.50040346 4.7095385 12.395161 0.66282725 0.33974004 0.67111367 16:37:06.106 running
0.9026416 4.2618093 14.308187 0.66282725 0.33974004 0.67111367 16:37:06.106 running
1.5921928 3.605778 13.582721 0.66282725 0.33974004 0.67111367 16:37:06.107 running
1.6568382 3.4884584 10.805362 0.66282725 0.33974004 0.67111367 16:37:06.108 running
1.1612233 3.1748085 8.9976845 0.66282725 0.33974004 0.67111367 16:37:06.108 running
0.6201172 2.6097596 7.1971903 0.66282725 0.33974004 0.67111367 16:37:06.109 running
0.4189981 2.0279508 6.124555 0.66282725 0.33974004 0.67111367 16:37:06.110 running
0.117319465 1.5275474 5.4685235 0.66282725 0.33974004 0.67111367 16:37:06.110 running
0.117319465 1.5275474 5.4685235 0.27004093 0.4704652 0.63018566 16:37:06.164 running
0.30167863 1.1947432 4.5682764 0.27004093 0.4704652 0.63018566 16:37:06.286 running
0.9194015 0.9601042 3.2490308 0.27004093 0.4704652 0.63018566 16:37:06.288 running
1.6305012 0.90024734 2.2362528 0.27004093 0.4704652 0.63018566 16:37:06.288 running
1.4916332 0.35435268 3.0024207 0.27004093 0.4704652 0.63018566 16:37:06.289 running
1.2929084 0.0023942748 4.740664 0.27004093 0.4704652 0.63018566 16:37:06.290 running
1.5179702 -0.10774237 6.7494607 0.27004093 0.4704652 0.63018566 16:37:06.290 running
2.152453 0.31365 8.490098 0.27004093 0.4704652 0.63018566 16:37:06.291 running
2.5475085 1.23784 9.447808 0.27004093 0.4704652 0.63018566 16:37:06.292 running
3.3088877 3.1125572 9.445415 0.27004093 0.4704652 0.63018566 16:37:06.293 running
3.3088877 3.1125572 9.445415 0.2987516 -0.48859322 -0.12545462 16:37:06.346 running
3.7542229 5.36557 8.844451 0.2987516 -0.48859322 -0.12545462 16:37:06.465 running
2.6265194 6.572284 10.3193245 0.2987516 -0.48859322 -0.12545462 16:37:06.467 running
0.76137936 6.7255177 13.7575035 0.2987516 -0.48859322 -0.12545462 16:37:06.468 running
-0.6943397 6.402291 15.124634 0.2987516 -0.48859322 -0.12545462 16:37:06.469 running
-0.83081335 6.572284 14.870841 0.2987516 -0.48859322 -0.12545462 16:37:06.470 running
-0.38787252 7.1301503 13.225974 0.2987516 -0.48859322 -0.12545462 16:37:06.471 running
0.53871185 7.5060515 11.047184 0.2987516 -0.48859322 -0.12545462 16:37:06.472 running
1.5969813 7.623371 8.904308 0.2987516 -0.48859322 -0.12545462 16:37:06.472 running
2.1883671 7.3576064 6.7279124 0.2987516 -0.48859322 -0.12545462 16:37:06.473 running
2.1883671 7.3576064 6.7279124 -0.51431006 -0.18377149 -0.7864108 16:37:06.526 running
1.7047237 6.261029 5.5020437 -0.51431006 -0.18377149 -0.7864108 16:37:06.646 running
0.9337672 5.157268 5.157268 -0.51431006 -0.18377149 -0.7864108 16:37:06.648 running
1.2138973 3.806897 4.5850363 -0.51431006 -0.18377149 -0.7864108 16:37:06.649 running
-0.45730647 4.2139235 3.7590115 -0.51431006 -0.18377149 -0.7864108 16:37:06.650 running
-0.7015225 4.170827 2.6791935 -0.51431006 -0.18377149 -0.7864108 16:37:06.652 running
-1.1516461 4.5970078 4.0319586 -0.51431006 -0.18377149 -0.7864108 16:37:06.653 running
-2.1907616 4.6137676 6.735095 -0.51431006 -0.18377149 -0.7864108 16:37:06.653 running
-2.5570855 5.200365 9.227535 -0.51431006 -0.18377149 -0.7864108 16:37:06.654 running
-3.476487 5.5116205 11.863631 -0.51431006 -0.18377149 -0.7864108 16:37:06.655 running
-3.476487 5.5116205 11.863631 -0.60166377 -0.6138206 -0.82611704 16:37:06.705 running
-3.0886145 7.0966306 12.119819 -0.60166377 -0.6138206 -0.82611704 16:37:06.826 running
-4.0559015 8.542772 10.8149395 -0.60166377 -0.6138206 -0.82611704 16:37:06.827 running
-4.37434 9.474146 10.30017 -0.60166377 -0.6138206 -0.82611704 16:37:06.828 running
-4.6999617 6.840443 14.518883 -0.60166377 -0.6138206 -0.82611704 16:37:06.829 running
-1.4916332 6.768615 19.539677 -0.60166377 -0.6138206 -0.82611704 16:37:06.830 running
1.611347 5.2482505 18.4838 -0.60166377 -0.6138206 -0.82611704 16:37:06.831 running
2.928198 5.233885 13.793417 -0.60166377 -0.6138206 -0.82611704 16:37:06.831 running
1.9034485 5.6768255 8.717555 -0.60166377 -0.6138206 -0.82611704 16:37:06.832 running
-0.014365649 4.3623686 7.491686 -0.60166377 -0.6138206 -0.82611704 16:37:06.833 running
-0.014365649 4.3623686 7.491686 0.4759025 0.1577022 1.0241938 16:37:06.885 running
-0.70870537 2.865947 6.2107487 0.4759025 0.1577022 1.0241938 16:37:07.005 running
0.80687064 2.238647 5.2075477 0.4759025 0.1577022 1.0241938 16:37:07.007 running
2.753416 1.8651401 5.3703585 0.4759025 0.1577022 1.0241938 16:37:07.008 running
3.6632404 2.4277947 5.1788163 0.4759025 0.1577022 1.0241938 16:37:07.009 running
2.4948344 1.0462981 4.850801 0.4759025 0.1577022 1.0241938 16:37:07.009 running
1.9680939 -0.5770202 4.948966 0.4759025 0.1577022 1.0241938 16:37:07.010 running
3.1053743 -0.43096948 4.6927786 0.4759025 0.1577022 1.0241938 16:37:07.011 running
4.6568646 0.44294083 3.1293173 0.4759025 0.1577022 1.0241938 16:37:07.012 running
3.553104 -0.6943397 3.4262073 0.4759025 0.1577022 1.0241938 16:37:07.013 running
3.553104 -0.6943397 3.4262073 0.28836688 0.34157264 0.52022994 16:37:07.064 running
2.7342618 -1.1731946 4.7286925 0.28836688 0.34157264 0.52022994 16:37:07.184 running
3.1700199 0.1340794 5.935407 0.28836688 0.34157264 0.52022994 16:37:07.186 running
3.869148 2.4254005 6.3975024 0.28836688 0.34157264 0.52022994 16:37:07.187 running
4.7765784 4.9800916 6.952974 0.28836688 0.34157264 0.52022994 16:37:07.188 running
5.94259 7.6616793 10.932259 0.28836688 0.34157264 0.52022994 16:37:07.189 running
5.2314906 7.7526617 16.051218 0.28836688 0.34157264 0.52022994 16:37:07.190 running
3.15326 6.141315 18.19649 0.28836688 0.34157264 0.52022994 16:37:07.190 running
0.28252444 4.96812 16.257126 0.28836688 0.34157264 0.52022994 16:37:07.191 running
-0.47167215 5.4086666 12.469383 0.28836688 0.34157264 0.52022994 16:37:07.192 running
-0.47167215 5.4086666 12.469383 -0.94558096 -0.26684916 -1.0863457 16:37:07.245 running
0.12210801 6.237086 9.1628895 -0.94558096 -0.26684916 -1.0863457 16:37:07.367 running
0.7901107 6.5627074 7.1995845 -0.94558096 -0.26684916 -1.0863457 16:37:07.369 running
0.5961744 5.5547175 7.1564875 -0.94558096 -0.26684916 -1.0863457 16:37:07.370 running
0.035914123 4.5443335 6.646507 -0.94558096 -0.26684916 -1.0863457 16:37:07.375 running
-0.82602483 4.0726614 4.9274178 -0.94558096 -0.26684916 -1.0863457 16:37:07.377 running
-1.7071179 4.233078 4.4246197 -0.94558096 -0.26684916 -1.0863457 16:37:07.379 running
-1.908237 4.558699 5.420638 -0.94558096 -0.26684916 -1.0863457 16:37:07.380 running
-2.1668186 4.790944 6.926637 -0.94558096 -0.26684916 -1.0863457 16:37:07.381 running
-2.2841382 5.1093826 8.648121 -0.94558096 -0.26684916 -1.0863457 16:37:07.381 running
-2.2841382 5.1093826 8.648121 -0.9584091 -0.471489 -0.9452358 16:37:07.426 running
-2.3248408 5.2458563 9.28021 -0.9584091 -0.471489 -0.9452358 16:37:07.546 running
-2.6839821 5.4565525 9.256267 -0.9584091 -0.471489 -0.9452358 16:37:07.548 running
-3.15326 5.8947043 9.660899 -0.9584091 -0.471489 -0.9452358 16:37:07.550 running
-4.5874305 7.312115 10.850853 -0.9584091 -0.471489 -0.9452358 16:37:07.551 running
-5.1620564 8.300951 13.987353 -0.9584091 -0.471489 -0.9452358 16:37:07.551 running
-4.048719 7.7742105 18.359299 -0.9584091 -0.471489 -0.9452358 16:37:07.552 running
-1.8340145 6.241874 21.536503 -0.9584091 -0.471489 -0.9452358 16:37:07.553 running
-0.090982445 4.4844766 19.992195 -0.9584091 -0.471489 -0.9452358 16:37:07.554 running
1.3383996 4.3192716 15.495747 -0.9584091 -0.471489 -0.9452358 16:37:07.556 running
1.3383996 4.3192716 15.495747 1.0348443 0.55720806 0.3821744 16:37:07.605 running
1.5778271 4.364763 10.661706 1.0348443 0.55720806 0.3821744 16:37:07.725 running
0.8571504 3.9002736 6.244269 1.0348443 0.55720806 0.3821744 16:37:07.727 running
0.2944958 3.2897336 4.7885494 1.0348443 0.55720806 0.3821744 16:37:07.728 running
0.37111259 1.924997 4.515602 1.0348443 0.55720806 0.3821744 16:37:07.729 running
1.2713599 0.80208206 3.2825508 1.0348443 0.55720806 0.3821744 16:37:07.730 running
2.1716073 0.24182175 1.2809371 1.0348443 0.55720806 0.3821744 16:37:07.732 running
3.0431232 0.117319465 0.27055305 1.0348443 0.55720806 0.3821744 16:37:07.733 running
3.79732 0.05506832 1.2569942 1.0348443 0.55720806 0.3821744 16:37:07.734 running
3.2897336 -0.51716334 2.988055 1.0348443 0.55720806 0.3821744 16:37:07.736 running
3.2897336 -0.51716334 2.988055 -0.25469232 -0.11230025 0.737698 16:37:07.784 running
3.4238129 -0.34477556 4.9346004 -0.25469232 -0.11230025 0.737698 16:37:07.906 running
3.4908526 0.1987248 6.4860907 -0.25469232 -0.11230025 0.737698 16:37:07.907 running
4.06069 0.7206767 8.7822 -0.25469232 -0.11230025 0.737698 16:37:07.908 running
3.4214187 1.3072741 11.231544 -0.25469232 -0.11230025 0.737698 16:37:07.909 running
3.093403 1.9633054 11.837295 -0.25469232 -0.11230025 0.737698 16:37:07.910 running
3.634509 4.7550297 8.844451 -0.25469232 -0.11230025 0.737698 16:37:07.911 running
3.641692 7.065505 7.982512 -0.25469232 -0.11230025 0.737698 16:37:07.912 running
2.9066496 7.556331 11.423085 -0.25469232 -0.11230025 0.737698 16:37:07.913 running
2.0710478 5.9976583 14.609865 -0.25469232 -0.11230025 0.737698 16:37:07.913 running
